tournament_name,stage_name,group_stage,knockout_stage,match_date,team_name,opponent_name,home_team,away_team,goals_for,goals_against,is_host,possession,shots,shots_on_target,passes_completed,passes_attempted,corners,fouls,yellow_cards,red_cards,team_prior_win_rate,team_prior_matches,extra_time,penalty_shootout,outcome,year
2006 FIFA Men's World Cup,group stage,1,0,2006-06-14,Saudi Arabia,Tunisia,0,1,2,2,0,50.0,17.0,4.0,282.0,367.0,4.0,12.0,0,0,0.2,10,0,0,Draw,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-14,Germany,Poland,1,0,1,0,1,62.0,25.0,6.0,355.0,451.0,10.0,21.0,3,0,0.6444444444444445,45,0,0,Win,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-14,Poland,Germany,0,1,0,1,0,38.0,8.0,3.0,186.0,286.0,4.0,15.0,3,1,0.5,28,0,0,Loss,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-15,Ecuador,Costa Rica,1,0,3,0,0,50.0,18.0,7.0,400.0,497.0,3.0,17.0,3,0,0.3333333333333333,3,0,0,Win,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-15,Costa Rica,Ecuador,0,1,0,3,0,50.0,16.0,3.0,393.0,495.0,4.0,22.0,2,0,0.4285714285714285,7,0,0,Loss,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-15,England,Trinidad and Tobago,1,0,2,0,0,68.0,28.0,8.0,417.0,493.0,7.0,15.0,1,0,0.4444444444444444,54,0,0,Win,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-15,Trinidad and Tobago,England,0,1,0,2,0,32.0,9.0,2.0,161.0,236.0,3.0,18.0,5,0,0.0,0,0,0,Loss,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-15,Sweden,Paraguay,1,0,1,0,0,52.0,18.0,9.0,294.0,402.0,6.0,17.0,3,0,0.4516129032258064,62,0,0,Win,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-15,Paraguay,Sweden,0,1,0,1,0,48.0,20.0,3.0,292.0,382.0,3.0,15.0,5,0,0.2631578947368421,19,0,0,Loss,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-16,Argentina,Serbia and Montenegro,1,0,6,0,0,64.0,13.0,9.0,525.0,593.0,3.0,14.0,1,0,0.5238095238095238,63,0,0,Win,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-16,Serbia and Montenegro,Argentina,0,1,0,6,0,36.0,6.0,1.0,258.0,320.0,4.0,22.0,3,1,0.0,0,0,0,Loss,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-16,Netherlands,Ivory Coast,1,0,2,1,0,49.0,11.0,8.0,250.0,330.0,3.0,26.0,4,0,0.4375,32,0,0,Win,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-16,Ivory Coast,Netherlands,0,1,1,2,0,51.0,21.0,8.0,281.0,349.0,8.0,16.0,3,0,0.0,0,0,0,Loss,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-16,Mexico,Angola,1,0,0,0,0,60.0,15.0,6.0,452.0,534.0,6.0,20.0,1,0,0.2272727272727272,44,0,0,Draw,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-16,Angola,Mexico,0,1,0,0,0,40.0,8.0,1.0,283.0,353.0,5.0,22.0,4,1,0.0,0,0,0,Draw,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-17,Portugal,Iran,1,0,2,0,0,63.0,21.0,8.0,390.0,460.0,14.0,18.0,3,0,0.5833333333333334,12,0,0,Win,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-17,Iran,Portugal,0,1,0,2,0,37.0,8.0,2.0,196.0,272.0,1.0,17.0,4,0,0.1666666666666666,6,0,0,Loss,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-17,Czech Republic,Ghana,1,0,0,2,0,52.0,21.0,4.0,261.0,374.0,6.0,14.0,1,1,0.0,0,0,0,Loss,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-17,Ghana,Czech Republic,0,1,2,0,0,48.0,23.0,7.0,262.0,361.0,7.0,21.0,6,0,0.1666666666666666,6,0,0,Win,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-17,Italy,United States,1,0,1,1,0,57.0,12.0,3.0,363.0,437.0,7.0,13.0,2,1,0.5454545454545454,77,0,0,Draw,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-17,United States,Italy,0,1,1,1,0,43.0,11.0,0.0,252.0,334.0,3.0,24.0,1,2,0.5869565217391305,46,0,0,Draw,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-18,Japan,Croatia,1,0,0,0,0,58.0,15.0,4.0,313.0,390.0,5.0,18.0,3,0,0.2,20,0,0,Draw,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-18,Croatia,Japan,0,1,0,0,0,42.0,20.0,5.0,193.0,258.0,11.0,18.0,2,0,0.6,10,0,0,Draw,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-18,Brazil,Australia,1,0,2,0,0,52.0,24.0,6.0,367.0,431.0,7.0,8.0,3,0,0.6796116504854369,103,0,0,Win,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-18,Australia,Brazil,0,1,0,2,0,48.0,16.0,4.0,312.0,383.0,4.0,25.0,2,0,0.0,12,0,0,Loss,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-18,France,South Korea,1,0,1,1,0,51.0,17.0,4.0,343.0,417.0,6.0,20.0,2,0,0.5106382978723404,47,0,0,Draw,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-18,South Korea,France,0,1,1,1,0,49.0,5.0,2.0,303.0,407.0,2.0,10.0,2,0,0.1666666666666666,24,0,0,Draw,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-19,Togo,Switzerland,1,0,0,2,0,45.0,13.0,6.0,301.0,376.0,4.0,17.0,3,0,0.0,0,0,0,Loss,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-19,Switzerland,Togo,0,1,2,0,0,55.0,21.0,8.0,384.0,466.0,8.0,13.0,1,0,0.2727272727272727,22,0,0,Win,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-19,Saudi Arabia,Ukraine,1,0,0,4,0,50.0,8.0,0.0,321.0,421.0,2.0,24.0,3,0,0.2,10,0,0,Loss,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-19,Ukraine,Saudi Arabia,0,1,4,0,0,50.0,30.0,8.0,328.0,418.0,6.0,25.0,3,0,0.0,0,0,0,Win,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-19,Spain,Tunisia,1,0,3,1,0,68.0,26.0,10.0,536.0,610.0,12.0,11.0,2,0,0.4444444444444444,45,0,0,Win,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-19,Tunisia,Spain,0,1,1,3,0,32.0,4.0,3.0,202.0,295.0,1.0,22.0,6,0,0.1111111111111111,9,0,0,Loss,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-20,Costa Rica,Poland,1,0,1,2,0,49.0,12.0,4.0,332.0,414.0,2.0,13.0,5,0,0.4285714285714285,7,0,0,Loss,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-20,Poland,Costa Rica,0,1,2,1,0,51.0,17.0,8.0,360.0,430.0,8.0,20.0,5,0,0.5,28,0,0,Win,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-20,Ecuador,Germany,1,0,0,3,0,54.0,11.0,2.0,437.0,514.0,5.0,21.0,1,0,0.3333333333333333,3,0,0,Loss,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-20,Germany,Ecuador,0,1,3,0,1,46.0,19.0,8.0,367.0,453.0,2.0,20.0,1,0,0.6444444444444445,45,0,0,Win,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-20,Paraguay,Trinidad and Tobago,1,0,2,0,0,59.0,20.0,9.0,350.0,440.0,7.0,17.0,2,0,0.2631578947368421,19,0,0,Win,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-20,Trinidad and Tobago,Paraguay,0,1,0,2,0,41.0,15.0,2.0,225.0,298.0,1.0,21.0,2,0,0.0,0,0,0,Loss,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-20,Sweden,England,1,0,2,2,0,43.0,14.0,4.0,235.0,313.0,12.0,19.0,2,0,0.4516129032258064,62,0,0,Draw,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-20,England,Sweden,0,1,2,2,0,57.0,23.0,7.0,363.0,438.0,6.0,12.0,1,0,0.4444444444444444,54,0,0,Draw,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-21,Iran,Angola,1,0,1,1,0,59.0,21.0,12.0,297.0,398.0,3.0,19.0,3,0,0.1666666666666666,6,0,0,Draw,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-21,Angola,Iran,0,1,1,1,0,41.0,17.0,7.0,178.0,272.0,6.0,22.0,3,0,0.0,0,0,0,Draw,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-21,Portugal,Mexico,1,0,2,1,0,51.0,14.0,5.0,392.0,474.0,4.0,28.0,4,0,0.5833333333333334,12,0,0,Win,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-21,Mexico,Portugal,0,1,1,2,0,49.0,18.0,6.0,371.0,450.0,5.0,17.0,4,1,0.2272727272727272,44,0,0,Loss,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-21,Ivory Coast,Serbia and Montenegro,1,0,3,2,0,72.0,35.0,9.0,467.0,514.0,9.0,15.0,3,1,0.0,0,0,0,Win,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-21,Serbia and Montenegro,Ivory Coast,0,1,2,3,0,28.0,8.0,3.0,152.0,211.0,1.0,22.0,4,1,0.0,0,0,0,Loss,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-21,Netherlands,Argentina,1,0,0,0,0,56.0,12.0,3.0,357.0,434.0,7.0,22.0,3,0,0.4375,32,0,0,Draw,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-21,Argentina,Netherlands,0,1,0,0,0,44.0,13.0,2.0,268.0,335.0,10.0,16.0,2,0,0.5238095238095238,63,0,0,Draw,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-22,Czech Republic,Italy,1,0,0,2,0,50.0,14.0,7.0,415.0,488.0,4.0,18.0,1,1,0.0,0,0,0,Loss,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-22,Italy,Czech Republic,0,1,2,0,0,50.0,18.0,6.0,409.0,480.0,5.0,16.0,1,0,0.5454545454545454,77,0,0,Win,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-22,Ghana,United States,1,0,2,1,0,50.0,12.0,3.0,271.0,371.0,2.0,33.0,4,0,0.1666666666666666,6,0,0,Win,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-22,United States,Ghana,0,1,1,2,0,50.0,11.0,2.0,258.0,367.0,6.0,16.0,1,0,0.5869565217391305,46,0,0,Loss,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-22,Croatia,Australia,1,0,2,2,0,42.0,13.0,3.0,228.0,303.0,4.0,21.0,4,2,0.6,10,0,0,Draw,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-22,Australia,Croatia,0,1,2,2,0,58.0,19.0,7.0,329.0,407.0,9.0,25.0,1,1,0.0,12,0,0,Draw,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-22,Japan,Brazil,1,0,1,4,0,38.0,12.0,3.0,328.0,398.0,3.0,9.0,1,0,0.2,20,0,0,Loss,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-22,Brazil,Japan,0,1,4,1,0,62.0,24.0,14.0,605.0,659.0,11.0,6.0,1,0,0.6796116504854369,103,0,0,Win,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-23,Saudi Arabia,Spain,1,0,0,1,0,37.0,8.0,3.0,248.0,327.0,4.0,21.0,2,0,0.2,10,0,0,Loss,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-23,Spain,Saudi Arabia,0,1,1,0,0,63.0,22.0,12.0,479.0,565.0,10.0,22.0,3,0,0.4444444444444444,45,0,0,Win,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-23,Ukraine,Tunisia,1,0,1,0,0,50.0,8.0,5.0,269.0,374.0,3.0,18.0,4,0,0.0,0,0,0,Win,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-23,Tunisia,Ukraine,0,1,0,1,0,50.0,11.0,3.0,286.0,388.0,3.0,24.0,3,1,0.1111111111111111,9,0,0,Loss,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-23,Switzerland,South Korea,1,0,2,0,0,47.0,13.0,4.0,235.0,340.0,8.0,8.0,5,0,0.2727272727272727,22,0,0,Win,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-23,South Korea,Switzerland,0,1,0,2,0,53.0,17.0,6.0,254.0,375.0,6.0,20.0,5,0,0.1666666666666666,24,0,0,Loss,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-23,Togo,France,1,0,0,2,0,40.0,11.0,2.0,269.0,345.0,1.0,22.0,3,0,0.0,0,0,0,Loss,2006
2006 FIFA Men's World Cup,group stage,1,0,2006-06-23,France,Togo,0,1,2,0,0,60.0,22.0,9.0,449.0,511.0,9.0,12.0,1,0,0.5106382978723404,47,0,0,Win,2006
2006 FIFA Men's World Cup,round of 16,0,1,2006-06-24,Germany,Sweden,1,0,2,0,1,62.0,30.0,9.0,471.0,556.0,4.0,15.0,1,0,0.6444444444444445,45,0,0,Win,2006
2006 FIFA Men's World Cup,round of 16,0,1,2006-06-24,Sweden,Germany,0,1,0,2,0,38.0,7.0,1.0,246.0,328.0,4.0,20.0,3,1,0.4516129032258064,62,0,0,Loss,2006
2006 FIFA Men's World Cup,round of 16,0,1,2006-06-24,Argentina,Mexico,1,0,2,1,0,53.0,13.0,5.0,513.0,607.0,6.0,22.0,2,0,0.5238095238095238,63,1,0,Win,2006
2006 FIFA Men's World Cup,round of 16,0,1,2006-06-24,Mexico,Argentina,0,1,1,2,0,47.0,17.0,2.0,426.0,523.0,5.0,28.0,4,0,0.2272727272727272,44,1,0,Loss,2006
2006 FIFA Men's World Cup,round of 16,0,1,2006-06-25,England,Ecuador,1,0,1,0,0,51.0,11.0,4.0,325.0,410.0,5.0,13.0,3,0,0.4444444444444444,54,0,0,Win,2006
2006 FIFA Men's World Cup,round of 16,0,1,2006-06-25,Ecuador,England,0,1,0,1,0,49.0,12.0,1.0,296.0,373.0,7.0,25.0,3,0,0.3333333333333333,3,0,0,Loss,2006
2006 FIFA Men's World Cup,round of 16,0,1,2006-06-25,Portugal,Netherlands,1,0,1,0,0,34.0,12.0,6.0,159.0,240.0,3.0,11.0,7,2,0.5833333333333334,12,0,0,Win,2006
2006 FIFA Men's World Cup,round of 16,0,1,2006-06-25,Netherlands,Portugal,0,1,0,1,0,66.0,26.0,7.0,382.0,466.0,5.0,15.0,5,2,0.4375,32,0,0,Loss,2006
2006 FIFA Men's World Cup,round of 16,0,1,2006-06-26,Italy,Australia,1,0,1,0,0,40.0,16.0,4.0,274.0,354.0,2.0,17.0,3,1,0.5454545454545454,77,0,0,Win,2006
2006 FIFA Men's World Cup,round of 16,0,1,2006-06-26,Australia,Italy,0,1,0,1,0,60.0,13.0,4.0,423.0,515.0,2.0,25.0,3,0,0.0,12,0,0,Loss,2006
2006 FIFA Men's World Cup,round of 16,0,1,2006-06-26,Switzerland,Ukraine,1,0,0,0,0,58.0,18.0,4.0,488.0,636.0,5.0,24.0,1,0,0.2727272727272727,22,1,1,Loss,2006
2006 FIFA Men's World Cup,round of 16,0,1,2006-06-26,Ukraine,Switzerland,0,1,0,0,0,42.0,14.0,1.0,311.0,452.0,6.0,20.0,0,0,0.0,0,1,1,Win,2006
2006 FIFA Men's World Cup,round of 16,0,1,2006-06-27,Brazil,Ghana,1,0,3,0,0,48.0,12.0,9.0,395.0,473.0,3.0,18.0,2,0,0.6796116504854369,103,0,0,Win,2006
2006 FIFA Men's World Cup,round of 16,0,1,2006-06-27,Ghana,Brazil,0,1,0,3,0,52.0,23.0,7.0,436.0,509.0,4.0,24.0,5,1,0.1666666666666666,6,0,0,Loss,2006
2006 FIFA Men's World Cup,round of 16,0,1,2006-06-27,Spain,France,1,0,1,3,0,63.0,10.0,1.0,424.0,499.0,8.0,29.0,1,0,0.4444444444444444,45,0,0,Loss,2006
2006 FIFA Men's World Cup,round of 16,0,1,2006-06-27,France,Spain,0,1,3,1,0,37.0,10.0,5.0,227.0,294.0,5.0,23.0,3,0,0.5106382978723404,47,0,0,Win,2006
2006 FIFA Men's World Cup,quarter-finals,0,1,2006-06-30,Germany,Argentina,1,0,1,1,1,50.0,13.0,4.0,389.0,497.0,4.0,23.0,3,0,0.6444444444444445,45,1,1,Win,2006
2006 FIFA Men's World Cup,quarter-finals,0,1,2006-06-30,Argentina,Germany,0,1,1,1,0,50.0,12.0,2.0,416.0,519.0,6.0,33.0,4,1,0.5238095238095238,63,1,1,Loss,2006
2006 FIFA Men's World Cup,quarter-finals,0,1,2006-06-30,Italy,Ukraine,1,0,3,0,0,42.0,15.0,7.0,239.0,336.0,1.0,15.0,0,0,0.5454545454545454,77,0,0,Win,2006
2006 FIFA Men's World Cup,quarter-finals,0,1,2006-06-30,Ukraine,Italy,0,1,0,3,0,58.0,16.0,5.0,361.0,459.0,3.0,31.0,3,0,0.0,0,0,0,Loss,2006
2006 FIFA Men's World Cup,quarter-finals,0,1,2006-07-01,England,Portugal,1,0,0,0,0,42.0,13.0,4.0,347.0,457.0,6.0,21.0,2,1,0.4444444444444444,54,1,1,Loss,2006
2006 FIFA Men's World Cup,quarter-finals,0,1,2006-07-01,Portugal,England,0,1,0,0,0,58.0,31.0,7.0,561.0,635.0,4.0,9.0,2,0,0.5833333333333334,12,1,1,Win,2006
2006 FIFA Men's World Cup,quarter-finals,0,1,2006-07-01,Brazil,France,1,0,0,1,0,53.0,10.0,1.0,368.0,433.0,5.0,22.0,4,0,0.6796116504854369,103,0,0,Loss,2006
2006 FIFA Men's World Cup,quarter-finals,0,1,2006-07-01,France,Brazil,0,1,1,0,0,47.0,13.0,4.0,316.0,382.0,7.0,17.0,3,0,0.5106382978723404,47,0,0,Win,2006
2006 FIFA Men's World Cup,semi-finals,0,1,2006-07-04,Germany,Italy,1,0,0,2,1,47.0,18.0,2.0,342.0,465.0,4.0,21.0,2,0,0.6444444444444445,45,1,0,Loss,2006
2006 FIFA Men's World Cup,semi-finals,0,1,2006-07-04,Italy,Germany,0,1,2,0,0,53.0,18.0,6.0,453.0,552.0,12.0,19.0,1,0,0.5454545454545454,77,1,0,Win,2006
2006 FIFA Men's World Cup,semi-finals,0,1,2006-07-05,Portugal,France,1,0,0,1,0,57.0,13.0,4.0,391.0,467.0,8.0,17.0,1,0,0.5833333333333334,12,0,0,Loss,2006
2006 FIFA Men's World Cup,semi-finals,0,1,2006-07-05,France,Portugal,0,1,1,0,0,43.0,6.0,3.0,276.0,359.0,3.0,12.0,1,0,0.5106382978723404,47,0,0,Win,2006
2006 FIFA Men's World Cup,third-place match,0,1,2006-07-08,Germany,Portugal,1,0,3,1,1,40.0,13.0,4.0,252.0,335.0,2.0,15.0,2,0,0.6444444444444445,45,0,0,Win,2006
2006 FIFA Men's World Cup,third-place match,0,1,2006-07-08,Portugal,Germany,0,1,1,3,0,60.0,17.0,7.0,430.0,502.0,7.0,15.0,3,0,0.5833333333333334,12,0,0,Loss,2006
2006 FIFA Men's World Cup,final,0,1,2006-07-09,Italy,France,1,0,1,1,0,49.0,7.0,1.0,391.0,501.0,5.0,16.0,1,0,0.5454545454545454,77,1,1,Win,2006
2006 FIFA Men's World Cup,final,0,1,2006-07-09,France,Italy,0,1,1,1,0,51.0,14.0,5.0,421.0,516.0,7.0,24.0,3,1,0.5106382978723404,47,1,1,Loss,2006
2010 FIFA Men's World Cup,group stage,1,0,2010-06-11,South Africa,Mexico,1,0,1,1,1,36.0,11.0,3.0,246.0,315.0,4.0,17.0,2,0,0.1666666666666666,6,0,0,Draw,2010
2010 FIFA Men's World Cup,group stage,1,0,2010-06-11,Mexico,South Africa,0,1,1,1,0,64.0,17.0,3.0,501.0,581.0,5.0,13.0,2,0,0.2291666666666666,48,0,0,Draw,2010
2010 FIFA Men's World Cup,group stage,1,0,2010-06-11,Uruguay,France,1,0,0,0,0,43.0,7.0,3.0,228.0,326.0,0.0,13.0,3,1,0.375,40,0,0,Draw,2010
2010 FIFA Men's World Cup,group stage,1,0,2010-06-11,France,Uruguay,0,1,0,0,0,57.0,20.0,3.0,330.0,416.0,4.0,20.0,3,0,0.5185185185185185,54,0,0,Draw,2010
2010 FIFA Men's World Cup,group stage,1,0,2010-06-12,South Korea,Greece,1,0,2,0,0,48.0,17.0,4.0,258.0,354.0,6.0,14.0,0,0,0.1851851851851851,27,0,0,Win,2010
2010 FIFA Men's World Cup,group stage,1,0,2010-06-12,Greece,South Korea,0,1,0,2,0,52.0,7.0,2.0,282.0,365.0,11.0,11.0,1,0,0.0,3,0,0,Loss,2010
2010 FIFA Men's World Cup,group stage,1,0,2010-06-12,Argentina,Nigeria,1,0,1,0,0,65.0,20.0,7.0,445.0,521.0,10.0,7.0,1,0,0.5070422535211268,71,0,0,Win,2010
2010 FIFA Men's World Cup,group stage,1,0,2010-06-12,Nigeria,Argentina,0,1,0,1,0,35.0,12.0,1.0,187.0,262.0,4.0,8.0,1,0,0.2222222222222222,27,0,0,Loss,2010
2010 FIFA Men's World Cup,group stage,1,0,2010-06-12,England,United States,1,0,1,1,0,59.0,19.0,6.0,329.0,432.0,8.0,10.0,3,0,0.4444444444444444,63,0,0,Draw,2010
2010 FIFA Men's World Cup,group stage,1,0,2010-06-12,United States,England,0,1,1,1,0,41.0,12.0,4.0,198.0,303.0,4.0,14.0,3,0,0.5636363636363636,55,0,0,Draw,2010
2010 FIFA Men's World Cup,group stage,1,0,2010-06-13,Algeria,Slovenia,1,0,0,1,0,48.0,10.0,2.0,313.0,391.0,4.0,17.0,2,1,0.3333333333333333,6,0,0,Loss,2010
2010 FIFA Men's World Cup,group stage,1,0,2010-06-13,Slovenia,Algeria,0,1,1,0,0,52.0,6.0,3.0,349.0,428.0,3.0,11.0,2,0,0.0,3,0,0,Win,2010
2010 FIFA Men's World Cup,group stage,1,0,2010-06-13,Serbia,Ghana,1,0,0,1,0,50.0,15.0,2.0,301.0,369.0,4.0,10.0,3,1,0.0,0,0,0,Loss,2010
2010 FIFA Men's World Cup,group stage,1,0,2010-06-13,Ghana,Serbia,0,1,1,0,0,50.0,15.0,1.0,292.0,358.0,4.0,16.0,2,0,0.2307692307692307,13,0,0,Win,2010
2010 FIFA Men's World Cup,group stage,1,0,2010-06-13,Germany,Australia,1,0,4,0,0,56.0,17.0,9.0,539.0,591.0,4.0,10.0,2,0,0.6896551724137931,58,0,0,Win,2010
2010 FIFA Men's World Cup,group stage,1,0,2010-06-13,Australia,Germany,0,1,0,4,0,44.0,11.0,1.0,384.0,441.0,7.0,18.0,3,1,0.1,20,0,0,Loss,2010
2010 FIFA Men's World Cup,group stage,1,0,2010-06-14,Netherlands,Denmark,1,0,2,0,0,65.0,19.0,6.0,433.0,500.0,6.0,13.0,2,0,0.4444444444444444,36,0,0,Win,2010
2010 FIFA Men's World Cup,group stage,1,0,2010-06-14,Denmark,Netherlands,0,1,0,2,0,35.0,11.0,3.0,197.0,270.0,2.0,19.0,1,0,0.3703703703703703,27,0,0,Loss,2010
2010 FIFA Men's World Cup,group stage,1,0,2010-06-14,Japan,Cameroon,1,0,1,0,0,41.0,4.0,3.0,208.0,299.0,0.0,20.0,1,0,0.1923076923076923,26,0,0,Win,2010
2010 FIFA Men's World Cup,group stage,1,0,2010-06-14,Cameroon,Japan,0,1,0,1,0,59.0,10.0,2.0,319.0,425.0,3.0,29.0,1,0,0.2352941176470588,17,0,0,Loss,2010
2010 FIFA Men's World Cup,group stage,1,0,2010-06-14,Italy,Paraguay,1,0,1,1,0,57.0,11.0,5.0,333.0,468.0,8.0,15.0,1,0,0.5714285714285714,84,0,0,Draw,2010
2010 FIFA Men's World Cup,group stage,1,0,2010-06-14,Paraguay,Italy,0,1,1,1,0,43.0,8.0,1.0,228.0,360.0,4.0,14.0,1,0,0.2727272727272727,22,0,0,Draw,2010
2010 FIFA Men's World Cup,group stage,1,0,2010-06-15,New Zealand,Slovakia,1,0,1,1,0,49.0,10.0,2.0,296.0,388.0,3.0,17.0,2,0,0.0,9,0,0,Draw,2010
2010 FIFA Men's World Cup,group stage,1,0,2010-06-15,Slovakia,New Zealand,0,1,1,1,0,51.0,14.0,2.0,317.0,409.0,10.0,15.0,1,0,0.0,0,0,0,Draw,2010
2010 FIFA Men's World Cup,group stage,1,0,2010-06-15,Ivory Coast,Portugal,1,0,0,0,0,45.0,8.0,2.0,309.0,375.0,6.0,17.0,2,0,0.3333333333333333,3,0,0,Draw,2010
2010 FIFA Men's World Cup,group stage,1,0,2010-06-15,Portugal,Ivory Coast,0,1,0,0,0,55.0,8.0,1.0,384.0,471.0,4.0,14.0,1,0,0.631578947368421,19,0,0,Draw,2010
2010 FIFA Men's World Cup,group stage,1,0,2010-06-15,Brazil,North Korea,1,0,2,1,0,71.0,27.0,10.0,563.0,629.0,7.0,9.0,1,0,0.6929824561403509,114,0,0,Win,2010
2010 FIFA Men's World Cup,group stage,1,0,2010-06-15,North Korea,Brazil,0,1,1,2,0,29.0,11.0,2.0,192.0,259.0,3.0,10.0,0,0,0.2857142857142857,14,0,0,Loss,2010
2010 FIFA Men's World Cup,group stage,1,0,2010-06-16,Honduras,Chile,1,0,0,1,0,37.0,7.0,1.0,165.0,262.0,4.0,15.0,1,0,0.0,3,0,0,Loss,2010
2010 FIFA Men's World Cup,group stage,1,0,2010-06-16,Chile,Honduras,0,1,1,0,0,63.0,23.0,5.0,351.0,433.0,6.0,21.0,2,0,0.28,25,0,0,Win,2010
2010 FIFA Men's World Cup,group stage,1,0,2010-06-16,Spain,Switzerland,1,0,0,1,0,74.0,26.0,5.0,571.0,637.0,12.0,9.0,0,0,0.4693877551020408,49,0,0,Loss,2010
2010 FIFA Men's World Cup,group stage,1,0,2010-06-16,Switzerland,Spain,0,1,1,0,0,26.0,9.0,3.0,166.0,238.0,3.0,19.0,4,0,0.3076923076923077,26,0,0,Win,2010
2010 FIFA Men's World Cup,group stage,1,0,2010-06-16,South Africa,Uruguay,1,0,0,3,1,58.0,11.0,3.0,441.0,524.0,3.0,14.0,2,1,0.1666666666666666,6,0,0,Loss,2010
2010 FIFA Men's World Cup,group stage,1,0,2010-06-16,Uruguay,South Africa,0,1,3,0,0,42.0,20.0,6.0,296.0,382.0,4.0,10.0,0,0,0.375,40,0,0,Win,2010
2010 FIFA Men's World Cup,group stage,1,0,2010-06-17,Argentina,South Korea,1,0,4,1,0,62.0,18.0,9.0,397.0,471.0,6.0,19.0,3,0,0.5070422535211268,71,0,0,Win,2010
2010 FIFA Men's World Cup,group stage,1,0,2010-06-17,South Korea,Argentina,0,1,1,4,0,38.0,16.0,2.0,209.0,294.0,2.0,19.0,2,0,0.1851851851851851,27,0,0,Loss,2010
2010 FIFA Men's World Cup,group stage,1,0,2010-06-17,Greece,Nigeria,1,0,2,1,0,58.0,28.0,11.0,325.0,394.0,11.0,13.0,3,0,0.0,3,0,0,Win,2010
2010 FIFA Men's World Cup,group stage,1,0,2010-06-17,Nigeria,Greece,0,1,1,2,0,42.0,9.0,3.0,234.0,305.0,3.0,14.0,1,1,0.2222222222222222,27,0,0,Loss,2010
