tournament_name,stage_name,group_name,group_stage,knockout_stage,replayed,replay,match_date,match_time,stadium_name,city_name,country_name,team_name,team_code,opponent_name,opponent_code,home_team,away_team,goals_for,goals_against,extra_time,penalty_shootout,penalties_for,penalties_against,result,is_host,yellow_cards,red_cards,possession,shots,shots_on_target,passes_completed,passes_attempted,corners,fouls,team_prior_matches,team_prior_win_rate,team_prior_goals_scored_avg,team_prior_goals_conceded_avg,opp_prior_matches,opp_prior_win_rate,opp_prior_goals_scored_avg,opp_prior_goals_conceded_avg,h2h_prior_matches,h2h_prior_win_rate,team_curr_form_pts_avg,team_curr_goals_scored_avg,team_curr_goals_conceded_avg,opp_curr_form_pts_avg,opp_curr_goals_scored_avg,opp_curr_goals_conceded_avg,possession_h1,possession_h2,shots_h1,shots_h2,shots_on_target_h1,shots_on_target_h2,passes_completed_h1,passes_completed_h2,passes_attempted_h1,passes_attempted_h2,corners_h1,corners_h2,fouls_h1,fouls_h2,yellow_cards_h1,yellow_cards_h2,red_cards_h1,red_cards_h2,outcome
2018 FIFA Men's World Cup,group stage,Group G,1,0,0,0,2018-06-18,18:00,Fisht Olympic Stadium,Sochi,Russia,Belgium,BEL,Panama,PAN,1,0,3,0,0,0,0,0,win,0,3,0,61.0,15.0,6.0,484.0,544.0,9.0,17.0,41,0.3658536585365853,1.2682926829268293,1.6097560975609757,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.2,63.2,9.0,6.0,3.0,3.0,279.0,234.0,334.0,276.0,7.0,2.0,9.0,8.0,1.0,2.0,0.0,0.0,Win
2018 FIFA Men's World Cup,group stage,Group G,1,0,0,0,2018-06-18,18:00,Fisht Olympic Stadium,Sochi,Russia,Panama,PAN,Belgium,BEL,0,1,0,3,0,0,0,0,lose,0,5,0,39.0,6.0,2.0,260.0,317.0,3.0,18.0,0,0.0,0.0,0.0,41,0.3658536585365853,1.2682926829268293,1.6097560975609757,0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,37.8,36.8,3.0,4.0,0.0,2.0,159.0,125.0,203.0,161.0,2.0,1.0,10.0,10.0,2.0,3.0,0.0,0.0,Loss
2018 FIFA Men's World Cup,group stage,Group G,1,0,0,0,2018-06-18,21:00,Volgograd Arena,Volgograd,Russia,Tunisia,TUN,England,ENG,1,0,1,2,0,0,0,0,lose,0,0,0,41.0,6.0,1.0,267.0,326.0,2.0,14.0,12,0.0833333333333333,0.6666666666666666,1.4166666666666667,81,0.4444444444444444,1.345679012345679,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.9,37.8,4.0,2.0,1.0,0.0,140.0,145.0,177.0,191.0,2.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,Loss
2018 FIFA Men's World Cup,group stage,Group G,1,0,0,0,2018-06-18,21:00,Volgograd Arena,Volgograd,Russia,England,ENG,Tunisia,TUN,0,1,2,1,0,0,0,0,win,0,1,0,59.0,17.0,7.0,448.0,492.0,7.0,8.0,81,0.4444444444444444,1.345679012345679,1.0,12,0.0833333333333333,0.6666666666666666,1.4166666666666667,1,1.0,0.0,0.0,0.0,0.0,1.0,2.0,59.1,62.2,13.0,5.0,5.0,2.0,222.0,262.0,256.0,314.0,3.0,4.0,2.0,7.0,1.0,0.0,0.0,0.0,Win
2018 FIFA Men's World Cup,group stage,Group H,1,0,0,0,2018-06-19,15:00,Mordovia Arena,Saransk,Russia,Colombia,COL,Japan,JPN,1,0,1,2,0,0,0,0,lose,0,2,1,41.0,8.0,3.0,289.0,352.0,3.0,15.0,25,0.32,1.2,1.44,46,0.391304347826087,1.0869565217391304,1.6521739130434785,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.7,32.4,6.0,4.0,3.0,0.0,186.0,128.0,233.0,189.0,1.0,2.0,5.0,10.0,0.0,2.0,1.0,0.0,Loss
2018 FIFA Men's World Cup,group stage,Group H,1,0,0,0,2018-06-19,15:00,Mordovia Arena,Saransk,Russia,Japan,JPN,Colombia,COL,0,1,2,1,0,0,0,0,win,0,1,0,59.0,14.0,6.0,492.0,565.0,6.0,9.0,46,0.391304347826087,1.0869565217391304,1.6521739130434785,25,0.32,1.2,1.44,1,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.3,67.6,5.0,9.0,2.0,4.0,188.0,342.0,236.0,394.0,2.0,4.0,10.0,1.0,0.0,0.0,0.0,0.0,Win
2018 FIFA Men's World Cup,group stage,Group H,1,0,0,0,2018-06-19,18:00,Otkritie Arena,Moscow,Russia,Poland,POL,Senegal,SEN,1,0,1,2,0,0,0,0,lose,0,1,0,57.0,10.0,4.0,486.0,552.0,3.0,8.0,31,0.4838709677419355,1.4193548387096775,1.2903225806451613,5,0.4,1.4,1.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.5,67.7,3.0,7.0,0.0,3.0,235.0,247.0,289.0,296.0,1.0,2.0,4.0,3.0,1.0,0.0,0.0,0.0,Loss
2018 FIFA Men's World Cup,group stage,Group H,1,0,0,0,2018-06-19,18:00,Otkritie Arena,Moscow,Russia,Senegal,SEN,Poland,POL,0,1,2,1,0,0,0,0,win,0,2,0,43.0,8.0,2.0,266.0,328.0,3.0,15.0,5,0.4,1.4,1.2,31,0.4838709677419355,1.4193548387096775,1.2903225806451613,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,45.5,32.3,4.0,3.0,0.0,1.0,190.0,96.0,241.0,141.0,2.0,1.0,6.0,11.0,0.0,1.0,0.0,0.0,Win
2018 FIFA Men's World Cup,group stage,Group A,1,0,0,0,2018-06-19,21:00,Krestovsky Stadium,Saint Petersburg,Russia,Russia,RUS,Egypt,EGY,1,0,3,1,0,0,0,0,win,1,1,0,47.0,11.0,3.0,289.0,380.0,7.0,11.0,17,0.3529411764705882,1.7058823529411764,1.588235294117647,4,0.0,0.75,1.5,0,0.0,3.0,5.0,0.0,0.0,0.0,1.0,51.7,46.3,8.0,4.0,1.0,3.0,176.0,145.0,252.0,215.0,4.0,3.0,3.0,7.0,0.0,2.0,0.0,0.0,Win
2018 FIFA Men's World Cup,group stage,Group A,1,0,0,0,2018-06-19,21:00,Krestovsky Stadium,Saint Petersburg,Russia,Egypt,EGY,Russia,RUS,0,1,1,3,0,0,0,0,lose,0,1,0,53.0,13.0,1.0,355.0,438.0,4.0,10.0,4,0.0,0.75,1.5,17,0.3529411764705882,1.7058823529411764,1.588235294117647,0,0.0,0.0,0.0,1.0,3.0,4.0,0.5,48.3,53.7,7.0,8.0,1.0,1.0,172.0,188.0,235.0,249.0,3.0,1.0,7.0,4.0,0.0,1.0,0.0,0.0,Loss
2018 FIFA Men's World Cup,group stage,Group B,1,0,0,0,2018-06-20,15:00,Luzhniki Stadium,Moscow,Russia,Portugal,PRT,Morocco,MAR,1,0,1,0,0,0,0,0,win,0,1,0,47.0,10.0,2.0,294.0,387.0,5.0,19.0,26,0.5384615384615384,1.6538461538461535,1.1153846153846154,13,0.1538461538461538,0.9230769230769232,1.3846153846153846,1,0.0,1.0,3.0,3.0,0.0,0.0,1.0,45.7,40.9,5.0,7.0,2.0,0.0,153.0,128.0,212.0,185.0,3.0,2.0,8.0,10.0,0.0,1.0,0.0,0.0,Win
2018 FIFA Men's World Cup,group stage,Group B,1,0,0,0,2018-06-20,15:00,Luzhniki Stadium,Moscow,Russia,Morocco,MAR,Portugal,PRT,0,1,0,1,0,0,0,0,lose,0,1,0,53.0,16.0,4.0,359.0,466.0,7.0,23.0,13,0.1538461538461538,0.9230769230769232,1.3846153846153846,26,0.5384615384615384,1.6538461538461535,1.1153846153846154,1,1.0,0.0,0.0,1.0,2.0,2.0,1.5,54.3,59.1,8.0,9.0,2.0,2.0,189.0,193.0,252.0,267.0,3.0,4.0,11.0,12.0,1.0,0.0,0.0,0.0,Loss
2018 FIFA Men's World Cup,group stage,Group A,1,0,0,0,2018-06-20,18:00,Rostov Arena,Rostov-on-Don,Russia,Uruguay,URY,Saudi Arabia,SAU,1,0,1,0,0,0,0,0,win,0,0,0,47.0,13.0,4.0,458.0,521.0,3.0,10.0,51,0.4117647058823529,1.568627450980392,1.392156862745098,13,0.1538461538461538,0.6923076923076923,2.4615384615384617,0,0.0,3.0,1.0,0.0,0.0,0.0,5.0,44.4,49.2,5.0,9.0,1.0,2.0,221.0,208.0,260.0,251.0,2.0,1.0,8.0,5.0,0.0,0.0,0.0,0.0,Win
2018 FIFA Men's World Cup,group stage,Group A,1,0,0,0,2018-06-20,18:00,Rostov Arena,Rostov-on-Don,Russia,Saudi Arabia,SAU,Uruguay,URY,0,1,0,1,0,0,0,0,lose,0,0,0,53.0,8.0,3.0,507.0,590.0,4.0,13.0,13,0.1538461538461538,0.6923076923076923,2.4615384615384617,51,0.4117647058823529,1.568627450980392,1.392156862745098,0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,55.6,50.8,5.0,3.0,1.0,1.0,283.0,216.0,325.0,259.0,1.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,Loss
2018 FIFA Men's World Cup,group stage,Group B,1,0,0,0,2018-06-20,21:00,Kazan Arena,Kazan,Russia,Iran,IRN,Spain,ESP,1,0,0,1,0,0,0,0,lose,0,2,0,30.0,5.0,0.0,151.0,219.0,2.0,14.0,12,0.0833333333333333,0.5833333333333334,1.8333333333333333,62,0.4838709677419355,1.5161290322580645,1.1290322580645162,0,0.0,3.0,1.0,0.0,1.0,3.0,3.0,21.1,27.4,2.0,4.0,0.0,0.0,57.0,101.0,111.0,151.0,1.0,1.0,7.0,7.0,0.0,2.0,0.0,0.0,Loss
2018 FIFA Men's World Cup,group stage,Group B,1,0,0,0,2018-06-20,21:00,Kazan Arena,Kazan,Russia,Spain,ESP,Iran,IRN,0,1,1,0,0,0,0,0,win,0,0,0,70.0,17.0,3.0,716.0,805.0,6.0,14.0,62,0.4838709677419355,1.5161290322580645,1.1290322580645162,12,0.0833333333333333,0.5833333333333334,1.8333333333333333,0,0.0,1.0,3.0,3.0,1.5,0.5,0.5,78.9,72.6,10.0,8.0,1.0,2.0,362.0,357.0,415.0,401.0,2.0,4.0,9.0,6.0,0.0,0.0,0.0,0.0,Win
2018 FIFA Men's World Cup,group stage,Group C,1,0,0,0,2018-06-21,16:00,Samara Arena,Samara,Russia,Denmark,DNK,Australia,AUS,1,0,1,1,0,0,0,0,draw,0,2,0,49.0,10.0,5.0,403.0,458.0,3.0,7.0,30,0.3666666666666666,1.5333333333333334,1.6666666666666667,35,0.2,1.1428571428571428,2.0,1,1.0,3.0,1.0,0.0,0.0,1.0,2.0,45.4,49.2,5.0,5.0,3.0,2.0,195.0,201.0,233.0,245.0,1.0,2.0,4.0,3.0,1.0,1.0,0.0,0.0,Draw
2018 FIFA Men's World Cup,group stage,Group C,1,0,0,0,2018-06-21,16:00,Samara Arena,Samara,Russia,Australia,AUS,Denmark,DNK,0,1,1,1,0,0,0,0,draw,0,0,0,51.0,14.0,5.0,442.0,520.0,5.0,5.0,35,0.2,1.1428571428571428,2.0,30,0.3666666666666666,1.5333333333333334,1.6666666666666667,1,0.0,0.0,1.0,2.0,2.0,1.0,0.5,54.6,50.8,7.0,6.0,1.0,4.0,230.0,212.0,280.0,253.0,4.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,Draw
2018 FIFA Men's World Cup,group stage,Group C,1,0,0,0,2018-06-21,20:00,Central Stadium,Yekaterinburg,Russia,France,FRA,Peru,PER,1,0,1,0,0,0,0,0,win,0,2,0,44.0,12.0,4.0,312.0,405.0,5.0,11.0,73,0.5068493150684932,1.7534246575342465,1.1917808219178083,15,0.2666666666666666,1.2666666666666666,2.066666666666667,0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,46.8,41.2,9.0,3.0,4.0,0.0,202.0,130.0,251.0,184.0,2.0,3.0,6.0,5.0,1.0,1.0,0.0,0.0,Win
2018 FIFA Men's World Cup,group stage,Group C,1,0,0,0,2018-06-21,20:00,Central Stadium,Yekaterinburg,Russia,Peru,PER,France,FRA,0,1,0,1,0,0,0,0,lose,0,2,0,56.0,10.0,2.0,431.0,532.0,3.0,15.0,15,0.2666666666666666,1.2666666666666666,2.066666666666667,73,0.5068493150684932,1.7534246575342465,1.1917808219178083,0,0.0,0.0,0.0,1.0,3.0,1.5,0.5,53.2,58.8,4.0,8.0,1.0,1.0,229.0,207.0,285.0,263.0,1.0,1.0,5.0,9.0,1.0,1.0,0.0,0.0,Loss
2018 FIFA Men's World Cup,group stage,Group D,1,0,0,0,2018-06-21,21:00,Nizhny Novgorod Stadium,Nizhny Novgorod,Russia,Argentina,ARG,Croatia,HRV,1,0,0,3,0,0,0,0,lose,0,3,0,58.0,10.0,3.0,409.0,505.0,5.0,15.0,83,0.5542168674698795,1.6024096385542168,1.4096385542168677,16,0.4375,1.3125,1.0625,1,1.0,1.0,1.0,1.0,3.0,2.0,0.0,56.9,60.0,2.0,8.0,0.0,3.0,213.0,200.0,273.0,262.0,2.0,3.0,8.0,12.0,1.0,3.0,0.0,0.0,Loss
2018 FIFA Men's World Cup,group stage,Group D,1,0,0,0,2018-06-21,21:00,Nizhny Novgorod Stadium,Nizhny Novgorod,Russia,Croatia,HRV,Argentina,ARG,0,1,3,0,0,0,0,0,win,0,4,0,42.0,15.0,5.0,298.0,372.0,2.0,23.0,16,0.4375,1.3125,1.0625,83,0.5542168674698795,1.6024096385542168,1.4096385542168677,1,0.0,3.0,2.0,0.0,0.5,0.5,2.0,43.1,40.0,4.0,10.0,1.0,4.0,153.0,121.0,207.0,175.0,1.0,1.0,11.0,12.0,1.0,3.0,0.0,0.0,Win
2018 FIFA Men's World Cup,group stage,Group E,1,0,0,0,2018-06-22,15:00,Krestovsky Stadium,Saint Petersburg,Russia,Brazil,BRA,Costa Rica,CRI,1,0,2,0,0,0,0,0,win,0,2,0,66.0,23.0,9.0,659.0,732.0,10.0,11.0,134,0.6865671641791045,2.08955223880597,1.0223880597014925,18,0.3333333333333333,1.1111111111111112,1.5,3,1.0,1.0,1.0,1.0,0.0,0.0,1.0,67.6,76.7,7.0,16.0,1.0,8.0,337.0,324.0,378.0,372.0,1.0,9.0,6.0,5.0,0.0,2.0,0.0,0.0,Win
2018 FIFA Men's World Cup,group stage,Group E,1,0,0,0,2018-06-22,15:00,Krestovsky Stadium,Saint Petersburg,Russia,Costa Rica,CRI,Brazil,BRA,0,1,0,2,0,0,0,0,lose,0,1,0,34.0,4.0,0.0,198.0,271.0,1.0,11.0,18,0.3333333333333333,1.1111111111111112,1.5,134,0.6865671641791045,2.08955223880597,1.0223880597014925,3,0.0,0.0,0.0,1.0,2.0,1.5,0.5,32.4,23.3,3.0,1.0,0.0,0.0,136.0,69.0,181.0,113.0,0.0,1.0,12.0,5.0,0.0,1.0,0.0,0.0,Loss
2018 FIFA Men's World Cup,group stage,Group D,1,0,0,0,2018-06-22,18:00,Volgograd Arena,Volgograd,Russia,Nigeria,NGA,Iceland,ISL,1,0,2,0,0,0,0,0,win,0,1,0,58.0,16.0,4.0,397.0,473.0,6.0,9.0,40,0.2,0.95,2.05,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,63.8,58.1,1.0,16.0,0.0,4.0,206.0,207.0,272.0,257.0,2.0,4.0,7.0,3.0,1.0,0.0,0.0,0.0,Win
2018 FIFA Men's World Cup,group stage,Group D,1,0,0,0,2018-06-22,18:00,Volgograd Arena,Volgograd,Russia,Iceland,ISL,Nigeria,NGA,0,1,0,2,0,0,0,0,lose,0,0,0,42.0,10.0,3.0,218.0,291.0,5.0,10.0,0,0.0,0.0,0.0,40,0.2,0.95,2.05,0,0.0,1.0,1.0,1.0,1.5,1.0,1.0,36.2,41.9,6.0,4.0,2.0,1.0,92.0,132.0,154.0,185.0,4.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,Loss
2018 FIFA Men's World Cup,group stage,Group E,1,0,0,0,2018-06-22,20:00,Kaliningrad Stadium,Kaliningrad,Russia,Serbia,SRB,Switzerland,CHE,1,0,1,2,0,0,0,0,lose,0,4,0,42.0,12.0,3.0,241.0,309.0,3.0,17.0,3,0.3333333333333333,0.6666666666666666,1.0,37,0.3243243243243243,1.5135135135135136,1.7297297297297298,0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,31.9,45.5,10.0,2.0,3.0,0.0,110.0,153.0,148.0,199.0,1.0,2.0,9.0,11.0,3.0,1.0,0.0,0.0,Loss
2018 FIFA Men's World Cup,group stage,Group E,1,0,0,0,2018-06-22,20:00,Kaliningrad Stadium,Kaliningrad,Russia,Switzerland,CHE,Serbia,SRB,0,1,2,1,0,0,0,0,win,0,1,0,58.0,20.0,5.0,476.0,547.0,7.0,12.0,37,0.3243243243243243,1.5135135135135136,1.7297297297297298,3,0.3333333333333333,0.6666666666666666,1.0,0,0.0,1.0,1.0,1.0,1.5,1.0,1.0,68.1,54.5,8.0,11.0,1.0,4.0,274.0,193.0,316.0,238.0,3.0,4.0,6.0,7.0,0.0,1.0,0.0,0.0,Win
2018 FIFA Men's World Cup,group stage,Group G,1,0,0,0,2018-06-23,15:00,Otkritie Arena,Moscow,Russia,Belgium,BEL,Tunisia,TUN,1,0,5,2,0,0,0,0,win,0,0,0,52.0,23.0,12.0,393.0,468.0,5.0,12.0,41,0.3658536585365853,1.2682926829268293,1.6097560975609757,12,0.0833333333333333,0.6666666666666666,1.4166666666666667,1,0.0,3.0,3.0,0.0,0.0,1.0,2.0,53.0,48.1,10.0,13.0,7.0,4.0,195.0,197.0,239.0,236.0,0.0,3.0,7.0,6.0,0.0,0.0,0.0,0.0,Win
2018 FIFA Men's World Cup,group stage,Group G,1,0,0,0,2018-06-23,15:00,Otkritie Arena,Moscow,Russia,Tunisia,TUN,Belgium,BEL,0,1,2,5,0,0,0,0,lose,0,1,0,48.0,15.0,5.0,391.0,477.0,2.0,13.0,12,0.0833333333333333,0.6666666666666666,1.4166666666666667,41,0.3658536585365853,1.2682926829268293,1.6097560975609757,1,0.0,0.0,1.0,2.0,3.0,4.0,1.0,47.0,51.9,6.0,11.0,2.0,3.0,166.0,208.0,212.0,255.0,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,Loss
2018 FIFA Men's World Cup,group stage,Group F,1,0,0,0,2018-06-23,18:00,Rostov Arena,Rostov-on-Don,Russia,South Korea,KOR,Mexico,MEX,1,0,1,2,0,0,0,0,lose,0,4,0,41.0,17.0,6.0,284.0,346.0,7.0,24.0,38,0.1842105263157894,0.9473684210526316,2.263157894736842,62,0.2258064516129032,1.0161290322580645,1.967741935483871,1,0.0,0.0,0.0,1.0,3.0,1.0,0.0,32.9,50.8,8.0,9.0,2.0,4.0,92.0,187.0,137.0,223.0,4.0,3.0,11.0,15.0,0.0,3.0,0.0,0.0,Loss
2018 FIFA Men's World Cup,group stage,Group F,1,0,0,0,2018-06-23,18:00,Rostov Arena,Rostov-on-Don,Russia,Mexico,MEX,South Korea,KOR,0,1,2,1,0,0,0,0,win,0,0,0,59.0,13.0,5.0,432.0,485.0,5.0,7.0,62,0.2258064516129032,1.0161290322580645,1.967741935483871,38,0.1842105263157894,0.9473684210526316,2.263157894736842,1,1.0,3.0,1.0,0.0,0.0,0.5,1.5,67.1,49.2,6.0,8.0,3.0,2.0,243.0,179.0,279.0,216.0,4.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,Win
2018 FIFA Men's World Cup,group stage,Group F,1,0,0,0,2018-06-23,21:00,Fisht Olympic Stadium,Sochi,Russia,Germany,DEU,Sweden,SWE,1,0,2,1,0,0,0,0,win,0,1,1,71.0,16.0,5.0,636.0,699.0,8.0,12.0,83,0.6987951807228916,2.4578313253012047,0.9759036144578314,79,0.4430379746835443,1.6835443037974684,1.4050632911392404,6,0.6666666666666666,0.0,0.0,1.0,3.0,1.0,0.0,75.3,75.6,6.0,12.0,1.0,4.0,326.0,293.0,368.0,350.0,2.0,3.0,7.0,5.0,0.0,2.0,0.0,0.0,Win
2018 FIFA Men's World Cup,group stage,Group F,1,0,0,0,2018-06-23,21:00,Fisht Olympic Stadium,Sochi,Russia,Sweden,SWE,Germany,DEU,0,1,1,2,0,0,0,0,lose,0,2,0,29.0,8.0,6.0,164.0,213.0,3.0,13.0,79,0.4430379746835443,1.6835443037974684,1.4050632911392404,83,0.6987951807228916,2.4578313253012047,0.9759036144578314,6,0.3333333333333333,3.0,1.0,0.0,1.5,1.0,1.0,24.7,24.4,4.0,3.0,3.0,3.0,90.0,74.0,121.0,113.0,1.0,2.0,4.0,13.0,0.0,2.0,0.0,0.0,Loss
2018 FIFA Men's World Cup,group stage,Group G,1,0,0,0,2018-06-24,15:00,Nizhny Novgorod Stadium,Nizhny Novgorod,Russia,England,ENG,Panama,PAN,1,0,6,1,0,0,0,0,win,0,1,0,58.0,12.0,7.0,557.0,593.0,3.0,14.0,81,0.4444444444444444,1.345679012345679,1.0,0,0.0,0.0,0.0,0,0.0,3.0,2.0,1.0,0.0,0.0,3.0,59.7,60.0,7.0,4.0,6.0,1.0,207.0,345.0,230.0,377.0,2.0,1.0,8.0,6.0,1.0,0.0,0.0,0.0,Win
2018 FIFA Men's World Cup,group stage,Group G,1,0,0,0,2018-06-24,15:00,Nizhny Novgorod Stadium,Nizhny Novgorod,Russia,Panama,PAN,England,ENG,0,1,1,6,0,0,0,0,lose,0,3,0,42.0,8.0,2.0,350.0,398.0,2.0,13.0,0,0.0,0.0,0.0,81,0.4444444444444444,1.345679012345679,1.0,0,0.0,0.0,0.0,3.0,3.0,4.0,1.0,40.3,40.0,3.0,5.0,0.0,2.0,127.0,222.0,155.0,251.0,0.0,2.0,6.0,7.0,2.0,1.0,0.0,0.0,Loss
2018 FIFA Men's World Cup,group stage,Group H,1,0,0,0,2018-06-24,20:00,Central Stadium,Yekaterinburg,Russia,Japan,JPN,Senegal,SEN,1,0,2,2,0,0,0,0,draw,0,2,0,54.0,7.0,3.0,377.0,449.0,2.0,8.0,46,0.391304347826087,1.0869565217391304,1.6521739130434785,5,0.4,1.4,1.2,0,0.0,3.0,2.0,1.0,3.0,2.0,1.0,58.5,51.4,3.0,4.0,1.0,2.0,198.0,170.0,245.0,231.0,1.0,1.0,3.0,6.0,0.0,2.0,0.0,0.0,Draw
2018 FIFA Men's World Cup,group stage,Group H,1,0,0,0,2018-06-24,20:00,Central Stadium,Yekaterinburg,Russia,Senegal,SEN,Japan,JPN,0,1,2,2,0,0,0,0,draw,0,3,0,46.0,14.0,7.0,267.0,338.0,5.0,14.0,5,0.4,1.4,1.2,46,0.391304347826087,1.0869565217391304,1.6521739130434785,0,0.0,3.0,2.0,1.0,2.0,2.0,1.5,41.5,48.6,7.0,8.0,5.0,2.0,127.0,158.0,174.0,218.0,4.0,1.0,8.0,7.0,0.0,3.0,0.0,0.0,Draw
2018 FIFA Men's World Cup,group stage,Group H,1,0,0,0,2018-06-24,21:00,Kazan Arena,Kazan,Russia,Poland,POL,Colombia,COL,1,0,0,3,0,0,0,0,lose,0,2,0,45.0,9.0,2.0,335.0,424.0,7.0,15.0,31,0.4838709677419355,1.4193548387096775,1.2903225806451613,25,0.32,1.2,1.44,0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,41.5,48.8,3.0,8.0,0.0,2.0,159.0,181.0,214.0,234.0,5.0,2.0,8.0,9.0,0.0,2.0,0.0,0.0,Loss
2018 FIFA Men's World Cup,group stage,Group H,1,0,0,0,2018-06-24,21:00,Kazan Arena,Kazan,Russia,Colombia,COL,Poland,POL,0,1,3,0,0,0,0,0,win,0,0,0,55.0,13.0,3.0,421.0,514.0,5.0,10.0,25,0.32,1.2,1.44,31,0.4838709677419355,1.4193548387096775,1.2903225806451613,0,0.0,0.0,1.0,2.0,0.0,0.5,2.5,58.5,51.2,3.0,10.0,1.0,2.0,232.0,195.0,302.0,246.0,4.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,Win
2018 FIFA Men's World Cup,group stage,Group A,1,0,0,0,2018-06-25,17:00,Volgograd Arena,Volgograd,Russia,Saudi Arabia,SAU,Egypt,EGY,1,0,2,1,0,0,0,0,win,0,0,0,61.0,22.0,7.0,590.0,655.0,7.0,7.0,13,0.1538461538461538,0.6923076923076923,2.4615384615384617,4,0.0,0.75,1.5,0,0.0,0.0,0.0,3.0,0.0,0.5,2.0,64.3,63.7,10.0,11.0,3.0,4.0,282.0,307.0,326.0,348.0,4.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,Win
2018 FIFA Men's World Cup,group stage,Group A,1,0,0,0,2018-06-25,17:00,Volgograd Arena,Volgograd,Russia,Egypt,EGY,Saudi Arabia,SAU,0,1,1,2,0,0,0,0,lose,0,2,0,39.0,8.0,1.0,293.0,357.0,2.0,16.0,4,0.0,0.75,1.5,13,0.1538461538461538,0.6923076923076923,2.4615384615384617,0,0.0,0.0,0.5,2.0,1.0,0.6666666666666666,2.3333333333333335,35.7,36.3,5.0,3.0,1.0,0.0,140.0,152.0,181.0,198.0,0.0,1.0,5.0,12.0,1.0,1.0,0.0,0.0,Loss
2018 FIFA Men's World Cup,group stage,Group A,1,0,0,0,2018-06-25,18:00,Samara Arena,Samara,Russia,Uruguay,URY,Russia,RUS,1,0,3,0,0,0,0,0,win,0,1,0,56.0,17.0,7.0,433.0,492.0,4.0,17.0,51,0.4117647058823529,1.568627450980392,1.392156862745098,17,0.3529411764705882,1.7058823529411764,1.588235294117647,0,0.0,3.0,1.0,0.0,3.0,4.0,0.5,56.4,59.8,4.0,12.0,2.0,4.0,212.0,224.0,261.0,265.0,1.0,3.0,10.0,9.0,0.0,1.0,0.0,0.0,Win
2018 FIFA Men's World Cup,group stage,Group A,1,0,0,0,2018-06-25,18:00,Samara Arena,Samara,Russia,Russia,RUS,Uruguay,URY,0,1,0,3,0,0,0,0,lose,1,2,1,44.0,3.0,1.0,295.0,355.0,2.0,18.0,17,0.3529411764705882,1.7058823529411764,1.588235294117647,51,0.4117647058823529,1.568627450980392,1.392156862745098,0,0.0,3.0,4.0,0.5,3.0,1.6666666666666667,0.0,43.6,40.2,1.0,2.0,1.0,0.0,152.0,138.0,202.0,178.0,2.0,0.0,9.0,10.0,2.0,0.0,0.0,0.0,Loss
2018 FIFA Men's World Cup,group stage,Group B,1,0,0,0,2018-06-25,20:00,Kaliningrad Stadium,Kaliningrad,Russia,Spain,ESP,Morocco,MAR,1,0,2,2,0,0,0,0,draw,0,0,0,68.0,16.0,4.0,693.0,762.0,7.0,5.0,62,0.4838709677419355,1.5161290322580645,1.1290322580645162,13,0.1538461538461538,0.9230769230769232,1.3846153846153846,0,0.0,2.0,2.0,1.5,0.0,0.0,1.0,76.6,73.4,7.0,11.0,2.0,1.0,342.0,333.0,380.0,373.0,4.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,Draw
2018 FIFA Men's World Cup,group stage,Group B,1,0,0,0,2018-06-25,20:00,Kaliningrad Stadium,Kaliningrad,Russia,Morocco,MAR,Spain,ESP,0,1,2,2,0,0,0,0,draw,0,6,0,32.0,6.0,3.0,207.0,247.0,1.0,17.0,13,0.1538461538461538,0.9230769230769232,1.3846153846153846,62,0.4838709677419355,1.5161290322580645,1.1290322580645162,0,0.0,0.0,0.0,1.0,1.6666666666666667,2.0,1.6666666666666667,23.4,26.6,3.0,5.0,2.0,1.0,91.0,96.0,116.0,135.0,0.0,1.0,9.0,9.0,4.0,2.0,0.0,0.0,Draw
